(NH4)2SO4,Triton X-100,Glycine,CSL-P,NaCl,K2HPO4,Tryptone,YE,Methionine,Cysteine,NH4OAc,Glycerol,Na2S2O3,ZnSO4·7H2O,MgSO4·7H2O,FAC
15.0,35.0,76.0,204.0,51.0,51.0,119.0,118.0,136.0,102.0,44.0,42.0,39.0,18.0,38.0,36.0
60.0,47.0,76.0,204.0,21.0,43.0,142.0,209.0,204.0,11.0,31.0,42.0,28.0,53.0,30.0,16.0
38.0,41.0,9.0,204.0,43.0,40.0,51.0,245.0,68.0,23.0,0.0,52.0,18.0,35.0,26.0,41.0
60.0,53.0,76.0,45.0,40.0,17.0,96.0,100.0,181.0,0.0,57.0,90.0,18.0,6.0,34.0,31.0
38.0,47.0,47.0,23.0,43.0,43.0,130.0,154.0,23.0,23.0,44.0,80.0,32.0,53.0,14.0,11.0
8.0,47.0,76.0,45.0,32.0,21.0,153.0,245.0,136.0,23.0,38.0,80.0,18.0,12.0,14.0,51.0
53.0,30.0,76.0,204.0,21.0,43.0,51.0,154.0,113.0,45.0,13.0,52.0,39.0,30.0,22.0,31.0
53.0,0.0,47.0,136.0,47.0,25.0,51.0,245.0,45.0,23.0,31.0,109.0,11.0,53.0,5.0,6.0
8.0,35.0,28.0,113.0,40.0,32.0,51.0,209.0,45.0,34.0,13.0,80.0,35.0,12.0,38.0,16.0
60.0,53.0,47.0,91.0,17.0,17.0,62.0,209.0,181.0,91.0,13.0,61.0,25.0,41.0,18.0,11.0
15.0,35.0,9.0,136.0,47.0,36.0,51.0,209.0,23.0,0.0,31.0,118.0,11.0,6.0,9.0,51.0
38.0,0.0,85.0,45.0,43.0,21.0,62.0,172.0,45.0,68.0,6.0,42.0,28.0,18.0,34.0,6.0
68.0,12.0,28.0,0.0,17.0,43.0,62.0,190.0,204.0,57.0,0.0,42.0,35.0,24.0,9.0,46.0
68.0,24.0,76.0,113.0,32.0,28.0,74.0,245.0,181.0,79.0,38.0,128.0,39.0,53.0,18.0,36.0
38.0,12.0,85.0,91.0,32.0,43.0,62.0,190.0,23.0,102.0,50.0,61.0,35.0,18.0,22.0,46.0
8.0,18.0,9.0,0.0,32.0,36.0,51.0,118.0,113.0,91.0,57.0,99.0,21.0,12.0,9.0,41.0
30.0,18.0,47.0,159.0,32.0,47.0,85.0,172.0,45.0,68.0,50.0,42.0,32.0,24.0,38.0,36.0
0.0,35.0,66.0,68.0,51.0,47.0,85.0,154.0,91.0,91.0,50.0,71.0,39.0,24.0,14.0,31.0
23.0,35.0,38.0,136.0,25.0,47.0,51.0,172.0,113.0,0.0,44.0,109.0,25.0,0.0,30.0,31.0
53.0,53.0,47.0,113.0,21.0,36.0,119.0,118.0,68.0,102.0,13.0,42.0,42.0,0.0,38.0,31.0
38.0,6.0,0.0,159.0,32.0,17.0,153.0,100.0,68.0,11.0,6.0,52.0,35.0,47.0,30.0,11.0
68.0,0.0,19.0,113.0,32.0,43.0,119.0,82.0,45.0,23.0,0.0,99.0,42.0,30.0,18.0,31.0
30.0,6.0,19.0,0.0,21.0,25.0,74.0,209.0,113.0,102.0,31.0,42.0,11.0,12.0,30.0,6.0
8.0,30.0,9.0,113.0,28.0,25.0,108.0,245.0,91.0,79.0,57.0,90.0,11.0,41.0,22.0,6.0
53.0,6.0,66.0,68.0,25.0,43.0,153.0,227.0,0.0,57.0,57.0,90.0,11.0,18.0,9.0,6.0
0.0,35.0,38.0,204.0,28.0,32.0,51.0,136.0,204.0,11.0,0.0,80.0,28.0,12.0,5.0,21.0
45.0,0.0,76.0,204.0,32.0,21.0,62.0,227.0,91.0,102.0,6.0,71.0,28.0,53.0,42.0,16.0
60.0,30.0,47.0,68.0,36.0,51.0,108.0,118.0,0.0,57.0,38.0,52.0,11.0,0.0,30.0,41.0
68.0,53.0,0.0,0.0,40.0,51.0,119.0,227.0,0.0,11.0,50.0,99.0,35.0,41.0,22.0,6.0
23.0,41.0,76.0,91.0,25.0,28.0,85.0,245.0,91.0,45.0,57.0,90.0,21.0,0.0,5.0,36.0
53.0,41.0,57.0,45.0,36.0,36.0,51.0,136.0,45.0,57.0,0.0,52.0,35.0,18.0,30.0,31.0
30.0,12.0,57.0,45.0,32.0,21.0,130.0,227.0,91.0,23.0,57.0,42.0,18.0,53.0,14.0,21.0
23.0,24.0,47.0,23.0,21.0,17.0,51.0,245.0,0.0,68.0,0.0,90.0,21.0,0.0,38.0,46.0
45.0,47.0,38.0,68.0,17.0,25.0,62.0,100.0,136.0,68.0,44.0,71.0,18.0,53.0,5.0,26.0
38.0,41.0,47.0,204.0,47.0,47.0,130.0,172.0,204.0,23.0,6.0,61.0,42.0,53.0,30.0,26.0
15.0,35.0,0.0,68.0,28.0,40.0,74.0,82.0,45.0,79.0,31.0,90.0,39.0,12.0,9.0,26.0
53.0,41.0,0.0,204.0,25.0,17.0,130.0,100.0,23.0,57.0,13.0,71.0,39.0,0.0,14.0,21.0
45.0,12.0,9.0,204.0,25.0,21.0,108.0,227.0,23.0,91.0,57.0,109.0,11.0,30.0,42.0,11.0
45.0,6.0,9.0,181.0,40.0,28.0,142.0,172.0,113.0,91.0,50.0,52.0,42.0,30.0,42.0,41.0
53.0,12.0,9.0,136.0,47.0,47.0,51.0,82.0,113.0,34.0,44.0,118.0,42.0,18.0,9.0,46.0
45.0,53.0,19.0,181.0,51.0,43.0,74.0,227.0,91.0,57.0,25.0,42.0,14.0,47.0,14.0,16.0
53.0,12.0,0.0,0.0,25.0,47.0,85.0,245.0,91.0,91.0,13.0,71.0,18.0,12.0,5.0,26.0
8.0,24.0,38.0,159.0,32.0,28.0,74.0,227.0,23.0,11.0,38.0,90.0,42.0,53.0,18.0,6.0
15.0,0.0,19.0,0.0,28.0,17.0,96.0,118.0,68.0,23.0,13.0,109.0,35.0,30.0,14.0,11.0
23.0,30.0,28.0,0.0,25.0,47.0,62.0,190.0,113.0,0.0,38.0,80.0,32.0,18.0,5.0,6.0
38.0,53.0,28.0,159.0,43.0,43.0,108.0,190.0,204.0,11.0,57.0,118.0,21.0,12.0,9.0,6.0
15.0,53.0,9.0,136.0,21.0,43.0,96.0,190.0,204.0,0.0,13.0,128.0,39.0,18.0,9.0,6.0
30.0,18.0,76.0,91.0,21.0,51.0,119.0,190.0,45.0,23.0,57.0,52.0,21.0,6.0,30.0,41.0
0.0,47.0,0.0,113.0,40.0,47.0,108.0,190.0,136.0,79.0,0.0,99.0,21.0,35.0,14.0,11.0
68.0,47.0,57.0,113.0,36.0,17.0,96.0,245.0,91.0,45.0,25.0,42.0,35.0,35.0,30.0,21.0
30.0,53.0,28.0,68.0,51.0,40.0,108.0,82.0,91.0,102.0,38.0,61.0,35.0,18.0,14.0,16.0
45.0,12.0,57.0,23.0,21.0,32.0,74.0,154.0,68.0,68.0,13.0,90.0,39.0,30.0,22.0,16.0
8.0,47.0,76.0,0.0,47.0,43.0,153.0,245.0,23.0,102.0,38.0,61.0,21.0,24.0,9.0,51.0
68.0,35.0,38.0,68.0,28.0,47.0,108.0,136.0,45.0,45.0,44.0,61.0,28.0,0.0,26.0,46.0
23.0,18.0,28.0,91.0,28.0,17.0,85.0,100.0,23.0,57.0,50.0,109.0,32.0,0.0,26.0,26.0
38.0,41.0,57.0,204.0,32.0,43.0,108.0,209.0,136.0,102.0,25.0,90.0,21.0,30.0,18.0,36.0
38.0,53.0,66.0,91.0,40.0,40.0,153.0,227.0,136.0,11.0,38.0,71.0,25.0,12.0,9.0,16.0
38.0,24.0,47.0,0.0,47.0,17.0,153.0,172.0,204.0,45.0,50.0,52.0,28.0,12.0,30.0,51.0
15.0,30.0,47.0,204.0,40.0,40.0,96.0,209.0,45.0,11.0,19.0,42.0,35.0,24.0,14.0,21.0
38.0,53.0,9.0,91.0,25.0,40.0,62.0,154.0,0.0,45.0,50.0,128.0,21.0,18.0,14.0,36.0
8.0,24.0,47.0,91.0,28.0,17.0,130.0,245.0,136.0,34.0,44.0,71.0,14.0,0.0,5.0,46.0
8.0,41.0,76.0,113.0,25.0,25.0,62.0,100.0,113.0,91.0,44.0,52.0,39.0,24.0,26.0,16.0
23.0,30.0,38.0,45.0,40.0,47.0,130.0,154.0,91.0,79.0,0.0,52.0,35.0,18.0,14.0,6.0
60.0,35.0,47.0,45.0,28.0,43.0,130.0,209.0,45.0,102.0,38.0,99.0,28.0,35.0,18.0,21.0
53.0,0.0,9.0,91.0,17.0,17.0,108.0,118.0,159.0,91.0,6.0,42.0,28.0,30.0,38.0,6.0
0.0,0.0,19.0,159.0,25.0,25.0,62.0,154.0,45.0,57.0,44.0,71.0,14.0,35.0,5.0,51.0
30.0,18.0,85.0,23.0,28.0,40.0,142.0,100.0,159.0,23.0,0.0,71.0,14.0,18.0,30.0,51.0
38.0,30.0,19.0,181.0,40.0,25.0,51.0,245.0,45.0,102.0,44.0,71.0,28.0,12.0,26.0,51.0
38.0,18.0,28.0,45.0,25.0,25.0,130.0,136.0,204.0,34.0,50.0,128.0,42.0,12.0,5.0,26.0
38.0,41.0,28.0,113.0,28.0,25.0,85.0,190.0,136.0,11.0,50.0,90.0,11.0,41.0,30.0,11.0
0.0,47.0,66.0,0.0,47.0,25.0,119.0,245.0,159.0,11.0,50.0,61.0,21.0,35.0,5.0,11.0
0.0,41.0,9.0,45.0,40.0,21.0,108.0,227.0,68.0,91.0,50.0,61.0,14.0,41.0,30.0,26.0
60.0,24.0,57.0,159.0,28.0,36.0,130.0,154.0,45.0,23.0,19.0,71.0,18.0,12.0,14.0,46.0
0.0,6.0,85.0,91.0,32.0,25.0,108.0,227.0,204.0,23.0,13.0,61.0,28.0,35.0,5.0,36.0
15.0,53.0,47.0,68.0,36.0,17.0,119.0,136.0,159.0,34.0,6.0,52.0,39.0,0.0,22.0,36.0
53.0,24.0,9.0,68.0,17.0,43.0,108.0,136.0,181.0,45.0,6.0,118.0,28.0,12.0,5.0,11.0
23.0,35.0,19.0,136.0,17.0,47.0,96.0,190.0,68.0,102.0,44.0,90.0,32.0,6.0,26.0,26.0
53.0,0.0,47.0,113.0,32.0,51.0,62.0,118.0,23.0,57.0,6.0,99.0,25.0,6.0,9.0,51.0
38.0,30.0,57.0,91.0,17.0,51.0,62.0,245.0,136.0,102.0,19.0,128.0,28.0,41.0,38.0,41.0
38.0,12.0,0.0,159.0,17.0,25.0,51.0,154.0,45.0,68.0,13.0,42.0,14.0,53.0,34.0,11.0
15.0,6.0,19.0,91.0,21.0,28.0,153.0,136.0,136.0,102.0,38.0,109.0,39.0,53.0,34.0,36.0
0.0,53.0,76.0,159.0,28.0,21.0,74.0,190.0,159.0,79.0,19.0,52.0,42.0,12.0,14.0,41.0
45.0,0.0,66.0,113.0,51.0,47.0,142.0,245.0,159.0,91.0,38.0,90.0,21.0,18.0,42.0,26.0
23.0,6.0,85.0,23.0,40.0,36.0,96.0,136.0,0.0,91.0,57.0,90.0,18.0,18.0,9.0,16.0
0.0,12.0,9.0,204.0,21.0,36.0,51.0,172.0,159.0,68.0,25.0,80.0,42.0,41.0,22.0,41.0
0.0,0.0,0.0,45.0,40.0,47.0,130.0,190.0,91.0,45.0,50.0,99.0,35.0,35.0,22.0,51.0
53.0,53.0,66.0,91.0,21.0,40.0,85.0,190.0,113.0,68.0,0.0,80.0,28.0,0.0,5.0,36.0
23.0,30.0,47.0,68.0,43.0,28.0,51.0,245.0,136.0,45.0,57.0,99.0,42.0,12.0,34.0,41.0
8.0,6.0,85.0,113.0,25.0,51.0,119.0,136.0,113.0,34.0,0.0,90.0,42.0,41.0,5.0,16.0
38.0,30.0,9.0,45.0,47.0,25.0,130.0,190.0,68.0,68.0,25.0,71.0,14.0,30.0,42.0,26.0
60.0,53.0,76.0,204.0,36.0,51.0,119.0,172.0,91.0,68.0,38.0,71.0,25.0,30.0,22.0,26.0
23.0,24.0,38.0,23.0,32.0,51.0,62.0,190.0,204.0,102.0,57.0,71.0,42.0,18.0,22.0,26.0
68.0,41.0,38.0,68.0,51.0,32.0,119.0,154.0,0.0,91.0,50.0,61.0,18.0,18.0,5.0,51.0
38.0,47.0,57.0,45.0,51.0,43.0,85.0,245.0,181.0,91.0,57.0,80.0,14.0,18.0,14.0,11.0
0.0,53.0,66.0,45.0,17.0,25.0,62.0,209.0,0.0,79.0,31.0,80.0,39.0,30.0,18.0,26.0
45.0,30.0,47.0,159.0,51.0,25.0,74.0,82.0,68.0,0.0,0.0,80.0,25.0,53.0,30.0,26.0
45.0,6.0,19.0,204.0,28.0,51.0,51.0,82.0,45.0,57.0,6.0,61.0,14.0,18.0,34.0,31.0
45.0,30.0,76.0,204.0,40.0,28.0,108.0,245.0,113.0,79.0,0.0,118.0,32.0,6.0,42.0,51.0
23.0,6.0,38.0,113.0,47.0,32.0,85.0,154.0,113.0,68.0,38.0,71.0,14.0,6.0,18.0,46.0
60.0,30.0,0.0,68.0,32.0,25.0,85.0,190.0,45.0,23.0,0.0,71.0,21.0,24.0,34.0,26.0
15.0,24.0,57.0,68.0,21.0,17.0,96.0,136.0,159.0,102.0,38.0,118.0,32.0,47.0,5.0,6.0
60.0,30.0,19.0,204.0,32.0,40.0,153.0,82.0,45.0,11.0,44.0,109.0,25.0,6.0,34.0,26.0
23.0,0.0,38.0,68.0,36.0,17.0,74.0,136.0,181.0,57.0,0.0,61.0,18.0,47.0,42.0,26.0
45.0,35.0,47.0,45.0,43.0,36.0,74.0,136.0,68.0,23.0,50.0,61.0,42.0,18.0,5.0,16.0
0.0,12.0,47.0,136.0,51.0,21.0,85.0,136.0,0.0,34.0,0.0,71.0,21.0,24.0,30.0,41.0
53.0,6.0,9.0,136.0,43.0,36.0,51.0,209.0,136.0,23.0,44.0,128.0,42.0,30.0,26.0,21.0
0.0,12.0,38.0,113.0,28.0,17.0,62.0,118.0,68.0,102.0,50.0,80.0,35.0,12.0,18.0,6.0
23.0,24.0,19.0,0.0,25.0,47.0,96.0,209.0,23.0,102.0,0.0,52.0,35.0,12.0,14.0,16.0
30.0,0.0,47.0,0.0,43.0,40.0,96.0,227.0,159.0,11.0,44.0,109.0,28.0,24.0,30.0,11.0
68.0,53.0,19.0,91.0,17.0,40.0,108.0,227.0,68.0,91.0,44.0,61.0,35.0,12.0,26.0,46.0
8.0,12.0,19.0,113.0,51.0,17.0,153.0,172.0,136.0,68.0,50.0,80.0,25.0,47.0,14.0,21.0
53.0,18.0,28.0,159.0,51.0,21.0,74.0,100.0,45.0,11.0,6.0,42.0,14.0,47.0,34.0,46.0
0.0,18.0,47.0,181.0,40.0,51.0,51.0,100.0,159.0,0.0,44.0,80.0,11.0,18.0,42.0,16.0
38.0,6.0,85.0,204.0,51.0,32.0,108.0,118.0,204.0,57.0,6.0,109.0,14.0,12.0,14.0,16.0
53.0,35.0,38.0,68.0,28.0,47.0,130.0,118.0,45.0,0.0,31.0,80.0,18.0,12.0,9.0,36.0
15.0,35.0,47.0,91.0,51.0,40.0,85.0,136.0,0.0,91.0,19.0,71.0,25.0,24.0,22.0,41.0
0.0,24.0,76.0,181.0,43.0,47.0,153.0,245.0,113.0,0.0,25.0,109.0,11.0,12.0,5.0,31.0
68.0,35.0,76.0,113.0,21.0,51.0,108.0,136.0,159.0,79.0,25.0,128.0,18.0,35.0,30.0,21.0
15.0,53.0,47.0,136.0,28.0,32.0,74.0,209.0,159.0,79.0,31.0,61.0,18.0,30.0,42.0,16.0
0.0,35.0,9.0,136.0,36.0,47.0,62.0,118.0,204.0,23.0,0.0,90.0,42.0,12.0,14.0,51.0
30.0,6.0,9.0,113.0,40.0,28.0,51.0,118.0,204.0,57.0,31.0,128.0,32.0,18.0,30.0,21.0
53.0,12.0,57.0,45.0,51.0,32.0,74.0,82.0,136.0,68.0,6.0,90.0,25.0,53.0,38.0,6.0
60.0,30.0,9.0,68.0,28.0,21.0,85.0,227.0,0.0,0.0,25.0,128.0,39.0,18.0,14.0,11.0
8.0,12.0,19.0,23.0,25.0,21.0,108.0,154.0,181.0,11.0,31.0,118.0,18.0,35.0,38.0,36.0
60.0,41.0,57.0,91.0,17.0,21.0,153.0,100.0,181.0,57.0,25.0,118.0,39.0,0.0,30.0,26.0
30.0,12.0,0.0,0.0,40.0,25.0,153.0,227.0,159.0,79.0,50.0,109.0,21.0,30.0,38.0,31.0
45.0,35.0,38.0,136.0,32.0,21.0,153.0,190.0,45.0,34.0,25.0,61.0,14.0,53.0,14.0,36.0
15.0,12.0,9.0,68.0,25.0,17.0,96.0,100.0,0.0,45.0,13.0,128.0,25.0,47.0,18.0,11.0
30.0,41.0,76.0,204.0,21.0,21.0,130.0,245.0,159.0,23.0,38.0,128.0,42.0,53.0,42.0,26.0
68.0,47.0,9.0,45.0,47.0,28.0,62.0,227.0,0.0,0.0,19.0,99.0,32.0,35.0,5.0,16.0
0.0,0.0,0.0,113.0,28.0,25.0,142.0,172.0,68.0,91.0,38.0,71.0,14.0,0.0,26.0,6.0
38.0,12.0,38.0,68.0,47.0,28.0,142.0,82.0,113.0,91.0,13.0,99.0,42.0,12.0,42.0,51.0
0.0,0.0,66.0,136.0,47.0,40.0,74.0,209.0,136.0,34.0,19.0,61.0,39.0,18.0,38.0,51.0
45.0,18.0,28.0,159.0,40.0,21.0,142.0,172.0,23.0,91.0,38.0,61.0,32.0,41.0,9.0,21.0
45.0,47.0,38.0,23.0,17.0,21.0,85.0,118.0,181.0,23.0,19.0,71.0,42.0,12.0,9.0,46.0
60.0,18.0,47.0,45.0,43.0,51.0,62.0,227.0,159.0,57.0,0.0,99.0,35.0,41.0,30.0,11.0
0.0,35.0,47.0,204.0,25.0,17.0,142.0,227.0,23.0,45.0,19.0,52.0,42.0,12.0,34.0,51.0
53.0,35.0,9.0,159.0,47.0,21.0,108.0,245.0,136.0,102.0,50.0,71.0,39.0,24.0,26.0,41.0
15.0,0.0,19.0,136.0,40.0,36.0,119.0,227.0,136.0,23.0,57.0,90.0,42.0,6.0,14.0,31.0
53.0,18.0,38.0,204.0,47.0,51.0,153.0,118.0,113.0,57.0,19.0,128.0,25.0,35.0,5.0,41.0
30.0,12.0,85.0,204.0,17.0,43.0,96.0,209.0,45.0,102.0,38.0,99.0,42.0,24.0,9.0,41.0
68.0,53.0,57.0,159.0,17.0,47.0,51.0,227.0,204.0,79.0,25.0,109.0,25.0,47.0,26.0,51.0
68.0,24.0,57.0,91.0,21.0,47.0,85.0,245.0,181.0,45.0,6.0,99.0,35.0,18.0,22.0,41.0
60.0,30.0,28.0,136.0,51.0,47.0,142.0,100.0,136.0,45.0,57.0,118.0,11.0,24.0,22.0,31.0
0.0,53.0,19.0,181.0,40.0,17.0,108.0,118.0,23.0,0.0,13.0,99.0,18.0,41.0,5.0,36.0
45.0,24.0,76.0,204.0,17.0,17.0,142.0,118.0,91.0,91.0,25.0,90.0,39.0,6.0,18.0,6.0
60.0,47.0,85.0,181.0,28.0,17.0,108.0,209.0,91.0,91.0,50.0,71.0,42.0,53.0,34.0,26.0
8.0,47.0,47.0,136.0,28.0,17.0,74.0,209.0,113.0,0.0,0.0,42.0,21.0,0.0,26.0,36.0
45.0,6.0,85.0,204.0,36.0,28.0,51.0,172.0,136.0,45.0,6.0,118.0,25.0,53.0,18.0,41.0
60.0,24.0,57.0,159.0,51.0,17.0,142.0,209.0,0.0,11.0,50.0,109.0,18.0,35.0,5.0,6.0
8.0,18.0,57.0,113.0,21.0,17.0,85.0,154.0,91.0,45.0,25.0,61.0,42.0,53.0,5.0,36.0
53.0,24.0,47.0,136.0,47.0,40.0,108.0,118.0,91.0,0.0,38.0,61.0,18.0,6.0,26.0,31.0
68.0,53.0,57.0,159.0,25.0,36.0,119.0,118.0,45.0,23.0,6.0,128.0,11.0,30.0,18.0,21.0
30.0,41.0,0.0,91.0,43.0,32.0,130.0,190.0,91.0,91.0,25.0,90.0,28.0,53.0,18.0,51.0
45.0,30.0,19.0,23.0,28.0,47.0,85.0,172.0,0.0,79.0,6.0,61.0,25.0,30.0,26.0,21.0
8.0,12.0,85.0,0.0,17.0,28.0,119.0,118.0,45.0,11.0,6.0,109.0,21.0,12.0,34.0,41.0
15.0,35.0,38.0,181.0,47.0,28.0,153.0,172.0,181.0,57.0,31.0,118.0,28.0,12.0,14.0,51.0
30.0,12.0,47.0,45.0,36.0,21.0,119.0,100.0,181.0,57.0,44.0,90.0,42.0,6.0,34.0,11.0
0.0,30.0,0.0,181.0,17.0,36.0,96.0,245.0,23.0,45.0,44.0,109.0,25.0,24.0,34.0,21.0
38.0,18.0,47.0,45.0,32.0,43.0,142.0,154.0,23.0,79.0,6.0,90.0,42.0,24.0,42.0,41.0
23.0,24.0,38.0,204.0,28.0,17.0,108.0,136.0,159.0,91.0,50.0,42.0,21.0,18.0,9.0,46.0
23.0,35.0,9.0,23.0,28.0,28.0,142.0,245.0,45.0,68.0,0.0,118.0,35.0,47.0,38.0,16.0
60.0,6.0,47.0,45.0,43.0,47.0,130.0,136.0,0.0,45.0,50.0,99.0,18.0,30.0,9.0,31.0
15.0,6.0,66.0,91.0,40.0,36.0,85.0,172.0,68.0,79.0,50.0,42.0,14.0,47.0,42.0,11.0
38.0,35.0,66.0,68.0,32.0,32.0,119.0,209.0,23.0,79.0,44.0,99.0,18.0,53.0,30.0,51.0
8.0,24.0,28.0,68.0,40.0,25.0,153.0,245.0,204.0,45.0,38.0,99.0,25.0,30.0,5.0,51.0
68.0,53.0,85.0,0.0,17.0,21.0,51.0,227.0,204.0,91.0,31.0,109.0,21.0,53.0,5.0,46.0
23.0,30.0,19.0,23.0,21.0,47.0,153.0,190.0,181.0,45.0,25.0,61.0,25.0,35.0,22.0,46.0
60.0,24.0,85.0,204.0,43.0,51.0,108.0,209.0,45.0,91.0,31.0,109.0,28.0,53.0,26.0,46.0
15.0,47.0,9.0,204.0,17.0,25.0,74.0,100.0,159.0,102.0,44.0,118.0,42.0,6.0,14.0,26.0
60.0,47.0,28.0,204.0,43.0,21.0,130.0,82.0,113.0,102.0,50.0,80.0,25.0,30.0,9.0,26.0
23.0,35.0,66.0,45.0,47.0,40.0,142.0,100.0,23.0,23.0,19.0,42.0,21.0,47.0,38.0,31.0
45.0,47.0,9.0,23.0,51.0,28.0,153.0,209.0,181.0,11.0,25.0,90.0,42.0,0.0,5.0,51.0
68.0,12.0,9.0,159.0,43.0,51.0,51.0,172.0,113.0,23.0,50.0,99.0,32.0,53.0,18.0,21.0
38.0,6.0,47.0,181.0,47.0,17.0,130.0,82.0,113.0,34.0,13.0,99.0,11.0,6.0,9.0,51.0
23.0,53.0,9.0,0.0,28.0,47.0,74.0,245.0,159.0,45.0,13.0,90.0,28.0,6.0,18.0,36.0
0.0,53.0,0.0,181.0,36.0,47.0,62.0,227.0,23.0,0.0,25.0,90.0,11.0,12.0,22.0,21.0
53.0,18.0,57.0,23.0,36.0,47.0,130.0,136.0,136.0,68.0,13.0,109.0,14.0,18.0,26.0,46.0
68.0,35.0,85.0,68.0,28.0,36.0,85.0,245.0,0.0,0.0,31.0,118.0,28.0,35.0,9.0,31.0
30.0,41.0,28.0,23.0,36.0,40.0,119.0,136.0,204.0,79.0,57.0,61.0,28.0,30.0,9.0,11.0
45.0,24.0,28.0,136.0,51.0,17.0,74.0,227.0,68.0,79.0,44.0,61.0,35.0,0.0,14.0,46.0
68.0,35.0,57.0,136.0,17.0,36.0,85.0,154.0,45.0,91.0,6.0,99.0,25.0,24.0,9.0,36.0
8.0,0.0,9.0,204.0,43.0,36.0,85.0,172.0,181.0,45.0,38.0,80.0,11.0,30.0,9.0,6.0
23.0,47.0,76.0,0.0,25.0,43.0,85.0,82.0,91.0,23.0,44.0,99.0,21.0,35.0,14.0,46.0
8.0,24.0,38.0,91.0,43.0,21.0,142.0,245.0,68.0,102.0,31.0,71.0,11.0,53.0,30.0,51.0
0.0,35.0,66.0,136.0,32.0,51.0,51.0,245.0,45.0,23.0,50.0,118.0,25.0,53.0,38.0,41.0
30.0,30.0,47.0,23.0,28.0,36.0,142.0,209.0,45.0,79.0,6.0,109.0,25.0,18.0,5.0,36.0
60.0,47.0,9.0,23.0,40.0,32.0,51.0,136.0,91.0,34.0,57.0,118.0,39.0,6.0,38.0,41.0
23.0,47.0,66.0,159.0,36.0,47.0,85.0,136.0,68.0,68.0,25.0,109.0,35.0,0.0,22.0,11.0
23.0,0.0,85.0,0.0,51.0,21.0,108.0,136.0,181.0,68.0,0.0,61.0,39.0,12.0,30.0,16.0
38.0,24.0,19.0,0.0,32.0,21.0,74.0,136.0,23.0,102.0,0.0,90.0,35.0,41.0,14.0,6.0
30.0,24.0,9.0,0.0,17.0,43.0,153.0,154.0,23.0,102.0,19.0,61.0,25.0,30.0,18.0,46.0
8.0,0.0,85.0,159.0,51.0,32.0,62.0,118.0,45.0,45.0,50.0,109.0,11.0,53.0,38.0,41.0
15.0,35.0,38.0,204.0,40.0,28.0,74.0,118.0,113.0,11.0,44.0,80.0,18.0,12.0,22.0,6.0
30.0,18.0,19.0,136.0,21.0,21.0,142.0,245.0,0.0,0.0,19.0,80.0,32.0,47.0,30.0,11.0
45.0,18.0,0.0,159.0,17.0,25.0,142.0,190.0,159.0,23.0,0.0,61.0,11.0,0.0,42.0,31.0
23.0,35.0,57.0,45.0,21.0,51.0,108.0,136.0,136.0,91.0,57.0,42.0,11.0,30.0,34.0,41.0
68.0,30.0,0.0,0.0,21.0,43.0,85.0,118.0,113.0,102.0,0.0,42.0,35.0,18.0,42.0,41.0
8.0,18.0,0.0,159.0,25.0,25.0,62.0,100.0,68.0,91.0,38.0,128.0,11.0,47.0,34.0,11.0
45.0,41.0,19.0,45.0,21.0,17.0,96.0,172.0,91.0,68.0,6.0,109.0,14.0,53.0,14.0,46.0
8.0,41.0,0.0,159.0,32.0,32.0,85.0,190.0,0.0,23.0,19.0,80.0,25.0,12.0,14.0,31.0
15.0,6.0,57.0,0.0,25.0,36.0,74.0,136.0,204.0,45.0,6.0,61.0,11.0,53.0,22.0,26.0
53.0,41.0,19.0,136.0,51.0,17.0,85.0,118.0,136.0,57.0,31.0,52.0,21.0,12.0,34.0,36.0
8.0,41.0,85.0,91.0,47.0,17.0,74.0,154.0,113.0,57.0,57.0,118.0,28.0,6.0,30.0,6.0
15.0,6.0,9.0,204.0,21.0,36.0,142.0,245.0,23.0,23.0,38.0,118.0,32.0,24.0,42.0,46.0
45.0,24.0,66.0,181.0,40.0,47.0,119.0,118.0,68.0,79.0,38.0,42.0,11.0,47.0,38.0,26.0
30.0,41.0,38.0,0.0,47.0,28.0,130.0,227.0,23.0,102.0,6.0,128.0,11.0,41.0,22.0,51.0
68.0,12.0,9.0,136.0,32.0,17.0,51.0,190.0,204.0,91.0,19.0,99.0,42.0,12.0,18.0,31.0
23.0,24.0,76.0,91.0,47.0,40.0,96.0,209.0,0.0,91.0,13.0,52.0,21.0,53.0,38.0,36.0
38.0,24.0,57.0,45.0,25.0,17.0,74.0,100.0,45.0,34.0,44.0,61.0,11.0,30.0,26.0,6.0
23.0,18.0,0.0,0.0,17.0,17.0,142.0,227.0,136.0,34.0,25.0,99.0,35.0,18.0,42.0,11.0
68.0,0.0,0.0,181.0,47.0,51.0,153.0,100.0,23.0,45.0,6.0,99.0,11.0,0.0,42.0,11.0
45.0,53.0,19.0,68.0,25.0,43.0,85.0,209.0,204.0,91.0,57.0,109.0,42.0,0.0,30.0,6.0
60.0,30.0,38.0,181.0,21.0,47.0,119.0,209.0,91.0,68.0,19.0,42.0,11.0,0.0,42.0,51.0
60.0,24.0,28.0,68.0,40.0,21.0,62.0,136.0,159.0,11.0,6.0,118.0,14.0,30.0,9.0,51.0
60.0,30.0,38.0,113.0,47.0,25.0,153.0,154.0,45.0,0.0,19.0,80.0,11.0,6.0,26.0,21.0
38.0,18.0,38.0,136.0,40.0,17.0,130.0,172.0,136.0,102.0,57.0,128.0,25.0,24.0,42.0,26.0
